date,draw_number,time_of_day,time,winning_number,symbol,modifiers
09-04-2021,20911,Midday,1:00 PM,12,King,
09-04-2021,20910,Morning,10:30 AM,29,Opium Man,Mega Extreme Ball
09-04-2022,21860,Afternoon,4:00 PM,13,Crapaud,"Megaball, Mega Bonus Ball"
09-04-2022,21861,Evening,7:00 PM,10,Monkey,
09-04-2022,21859,Midday,1:00 PM,14,Money,Megaball
09-04-2022,21858,Morning,10:30 AM,3,Carriage,"Megaball, Mega Bonus Ball"
09-04-2024,24320,Afternoon,4:00 PM,17,Pigeon,
09-04-2024,24321,Evening,7:00 PM,16,Jammette,"Mega Bonus Ball, Mega Extreme Ball"
09-04-2024,24319,Midday,1:00 PM,1,Centipede,"Mega Bonus Ball, Mega Ultra Ball"
09-04-2024,24318,Morning,10:30 AM,25,Morocoy,"Mega Bonus Ball, Mega Bonus Ball"
09-05-1995,526,Evening,7:00 PM,4,Dead Man,
09-05-1995,525,Midday,1:00 PM,2,Old Lady,
09-05-1996,1142,Evening,7:00 PM,1,Centipede,
09-05-1996,1141,Midday,1:00 PM,27,Little Snake,
09-05-1997,1758,Evening,7:00 PM,32,Shrimp,
09-05-1997,1757,Midday,1:00 PM,21,Mouth,
09-05-1998,2374,Evening,7:00 PM,29,Opium Man,
09-05-1998,2373,Midday,1:00 PM,35,Big Snake,
09-05-2000,3604,Evening,7:00 PM,13,Crapaud,
09-05-2000,3603,Midday,1:00 PM,21,Mouth,
09-05-2001,4218,Evening,7:00 PM,14,Money,
09-05-2001,4217,Midday,1:00 PM,11,Corbeau,
09-05-2002,4832,Evening,7:00 PM,7,Hog,
09-05-2002,4831,Midday,1:00 PM,14,Money,
09-05-2003,5446,Evening,7:00 PM,26,Fowl,
09-05-2003,5445,Midday,1:00 PM,27,Little Snake,
09-05-2005,6672,Evening,7:00 PM,20,Dog,
09-05-2005,6671,Midday,1:00 PM,17,Pigeon,
09-05-2006,7284,Evening,7:00 PM,30,House Cat,
09-05-2006,7283,Midday,1:00 PM,20,Dog,
09-05-2007,7898,Evening,7:00 PM,34,Blind Man,
09-05-2007,7897,Midday,1:00 PM,3,Carriage,
09-05-2008,8516,Evening,7:00 PM,5,Parson Man,
09-05-2008,8515,Midday,1:00 PM,5,Parson Man,
09-05-2009,9130,Evening,7:00 PM,31,Parson Wife,
09-05-2009,9129,Midday,1:00 PM,23,Big House,
09-05-2011,10356,Evening,7:00 PM,18,Water Boat,
09-05-2011,10355,Midday,1:00 PM,24,Queen,
09-05-2012,11119,Evening,7:00 PM,6,Belly,
09-05-2012,11118,Midday,1:00 PM,33,Spider,
09-05-2012,11117,Morning,10:30 AM,25,Morocoy,
09-05-2013,12043,Evening,7:00 PM,20,Dog,
09-05-2013,12042,Midday,1:00 PM,35,Big Snake,
09-05-2013,12041,Morning,10:30 AM,8,Tiger,
09-05-2014,12967,Evening,7:00 PM,1,Centipede,
09-05-2014,12966,Midday,1:00 PM,3,Carriage,
09-05-2014,12965,Morning,10:30 AM,34,Blind Man,
09-05-2015,13888,Evening,7:00 PM,18,Water Boat,
09-05-2015,13887,Midday,1:00 PM,26,Fowl,
09-05-2015,13886,Morning,10:30 AM,13,Crapaud,
09-05-2016,15068,Afternoon,4:00 PM,2,Old Lady,
09-05-2016,15069,Evening,7:00 PM,3,Carriage,
09-05-2016,15067,Midday,1:00 PM,31,Parson Wife,
09-05-2016,15066,Morning,10:30 AM,29,Opium Man,
09-05-2017,16300,Afternoon,4:00 PM,16,Jammette,Megaball
09-05-2017,16301,Evening,7:00 PM,28,Red Fish,
09-05-2017,16299,Midday,1:00 PM,29,Opium Man,
09-05-2017,16298,Morning,10:30 AM,27,Little Snake,
09-05-2018,17528,Afternoon,4:00 PM,13,Crapaud,
09-05-2018,17529,Evening,7:00 PM,22,Rat,Megaball
09-05-2018,17527,Midday,1:00 PM,7,Hog,Megaball
09-05-2018,17526,Morning,10:30 AM,9,Cattle,
09-05-2019,18756,Afternoon,4:00 PM,7,Hog,
09-05-2019,18757,Evening,7:00 PM,30,House Cat,
09-05-2019,18755,Midday,1:00 PM,9,Cattle,Megaball
09-05-2019,18754,Morning,10:30 AM,2,Old Lady,
09-05-2022,21952,Afternoon,4:00 PM,3,Carriage,"Mega Ultra Ball, Mega Extreme Ball"
09-05-2022,21953,Evening,7:00 PM,23,Big House,"Megaball, Mega Extreme Ball"
09-05-2022,21951,Midday,1:00 PM,5,Parson Man,
09-05-2022,21950,Morning,10:30 AM,18,Water Boat,Megaball
09-05-2023,23184,Afternoon,4:00 PM,15,Sick Woman,"Mega Ultra Ball, Mega Extreme Ball"
09-05-2023,23185,Evening,7:00 PM,16,Jammette,Megaball
09-05-2023,23183,Midday,1:00 PM,3,Carriage,"Gold Ball, Megaball"
09-05-2023,23182,Morning,10:30 AM,34,Blind Man,"Gold Ball, Mega Ultra Ball"
09-05-2024,24420,Afternoon,4:00 PM,35,Big Snake,"Mega Ultra Ball, Mega Bonus Ball"
09-05-2024,24421,Evening,7:00 PM,34,Blind Man,"Megaball, Mega Extreme Ball"
09-05-2024,24419,Midday,1:00 PM,4,Dead Man,Mega Bonus Ball
09-05-2024,24418,Morning,10:30 AM,11,Corbeau,Mega Bonus Ball
09-06-1995,580,Evening,7:00 PM,29,Opium Man,
09-06-1995,579,Midday,1:00 PM,8,Tiger,
09-06-1997,1808,Evening,7:00 PM,16,Jammette,
09-06-1997,1807,Midday,1:00 PM,33,Spider,
09-06-1998,2426,Evening,7:00 PM,23,Big House,
09-06-1998,2425,Midday,1:00 PM,25,Morocoy,
09-06-1999,3038,Evening,7:00 PM,2,Old Lady,
09-06-1999,3037,Midday,1:00 PM,12,King,
09-06-2000,3658,Evening,7:00 PM,17,Pigeon,
09-06-2000,3657,Midday,1:00 PM,26,Fowl,
09-06-2001,4272,Evening,7:00 PM,14,Money,
09-06-2001,4271,Midday,1:00 PM,5,Parson Man,
09-06-2003,5498,Evening,7:00 PM,24,Queen,
09-06-2003,5497,Midday,1:00 PM,26,Fowl,
09-06-2004,6114,Evening,7:00 PM,32,Shrimp,
09-06-2004,6113,Midday,1:00 PM,17,Pigeon,
09-06-2005,6724,Evening,7:00 PM,27,Little Snake,
09-06-2005,6723,Midday,1:00 PM,6,Belly,
09-06-2006,7338,Evening,7:00 PM,14,Money,
09-06-2006,7337,Midday,1:00 PM,5,Parson Man,
09-06-2007,7950,Evening,7:00 PM,12,King,
09-06-2007,7949,Midday,1:00 PM,3,Carriage,
09-06-2008,8566,Evening,7:00 PM,15,Sick Woman,
09-06-2008,8565,Midday,1:00 PM,33,Spider,
09-06-2009,9182,Evening,7:00 PM,1,Centipede,
09-06-2009,9181,Midday,1:00 PM,23,Big House,
09-06-2010,9794,Evening,7:00 PM,36,Donkey,
09-06-2010,9793,Midday,1:00 PM,1,Centipede,
09-06-2011,10410,Evening,7:00 PM,22,Rat,
09-06-2011,10409,Midday,1:00 PM,34,Blind Man,
09-06-2012,11197,Evening,7:00 PM,26,Fowl,
09-06-2012,11196,Midday,1:00 PM,35,Big Snake,
09-06-2012,11195,Morning,10:30 AM,6,Belly,
09-06-2014,13045,Evening,7:00 PM,11,Corbeau,
09-06-2014,13044,Midday,1:00 PM,20,Dog,
09-06-2014,13043,Morning,10:30 AM,16,Jammette,
09-06-2015,13963,Evening,7:00 PM,12,King,
09-06-2015,13962,Midday,1:00 PM,3,Carriage,
09-06-2015,13961,Morning,10:30 AM,17,Pigeon,
09-06-2016,15172,Afternoon,4:00 PM,13,Crapaud,
09-06-2016,15173,Evening,7:00 PM,8,Tiger,
09-06-2016,15171,Midday,1:00 PM,18,Water Boat,
09-06-2016,15170,Morning,10:30 AM,16,Jammette,
09-06-2017,16408,Afternoon,4:00 PM,21,Mouth,
09-06-2017,16409,Evening,7:00 PM,21,Mouth,
09-06-2017,16407,Midday,1:00 PM,23,Big House,
09-06-2017,16406,Morning,10:30 AM,34,Blind Man,
09-06-2018,17632,Afternoon,4:00 PM,26,Fowl,Megaball
09-06-2018,17633,Evening,7:00 PM,6,Belly,Mega Bonus Ball
09-06-2018,17631,Midday,1:00 PM,21,Mouth,
09-06-2018,17630,Morning,10:30 AM,13,Crapaud,
09-06-2020,19888,Afternoon,4:00 PM,3,Carriage,Mega Extreme Ball
09-06-2020,19889,Evening,7:00 PM,30,House Cat,Mega Extreme Ball
09-06-2020,19887,Midday,1:00 PM,29,Opium Man,
09-06-2020,19886,Morning,10:30 AM,3,Carriage,
09-06-2022,22060,Afternoon,4:00 PM,30,House Cat,
09-06-2022,22061,Evening,7:00 PM,24,Queen,Megaball
09-06-2022,22059,Midday,1:00 PM,32,Shrimp,
09-06-2022,22058,Morning,10:30 AM,5,Parson Man,Megaball
09-06-2023,23288,Afternoon,4:00 PM,29,Opium Man,Mega Bonus Ball
09-06-2023,23289,Evening,7:00 PM,27,Little Snake,Megaball
09-06-2023,23287,Midday,1:00 PM,33,Spider,Mega Extreme Ball
09-06-2023,23286,Morning,10:30 AM,6,Belly,Mega Bonus Ball
09-07-1994,12,Evening,7:00 PM,23,Big House,
09-07-1994,11,Midday,1:00 PM,24,Queen,
09-07-1996,1244,Evening,7:00 PM,17,Pigeon,
09-07-1996,1243,Midday,1:00 PM,10,Monkey,
09-07-1997,1860,Evening,7:00 PM,24,Queen,
09-07-1997,1859,Midday,1:00 PM,2,Old Lady,
09-07-1998,2476,Evening,7:00 PM,10,Monkey,
09-07-1998,2475,Midday,1:00 PM,4,Dead Man,
09-07-1999,3090,Evening,7:00 PM,16,Jammette,
09-07-1999,3089,Midday,1:00 PM,8,Tiger,
09-07-2001,4320,Evening,7:00 PM,9,Cattle,
09-07-2001,4319,Midday,1:00 PM,35,Big Snake,
09-07-2002,4934,Evening,7:00 PM,26,Fowl,
09-07-2002,4933,Midday,1:00 PM,4,Dead Man,
09-07-2003,5548,Evening,7:00 PM,7,Hog,
09-07-2003,5547,Midday,1:00 PM,4,Dead Man,
09-07-2004,6164,Evening,7:00 PM,6,Belly,
09-07-2004,6163,Midday,1:00 PM,24,Queen,
09-07-2005,6776,Evening,7:00 PM,23,Big House,
09-07-2005,6775,Midday,1:00 PM,36,Donkey,
09-07-2007,8000,Evening,7:00 PM,22,Rat,
09-07-2007,7999,Midday,1:00 PM,14,Money,
09-07-2008,8618,Evening,7:00 PM,3,Carriage,
09-07-2008,8617,Midday,1:00 PM,22,Rat,
09-07-2009,9232,Evening,7:00 PM,29,Opium Man,
09-07-2009,9231,Midday,1:00 PM,15,Sick Woman,
09-07-2010,9846,Evening,7:00 PM,34,Blind Man,
09-07-2010,9845,Midday,1:00 PM,29,Opium Man,
09-07-2011,10460,Evening,7:00 PM,1,Centipede,
09-07-2011,10459,Midday,1:00 PM,13,Crapaud,
09-07-2012,11272,Evening,7:00 PM,21,Mouth,
09-07-2012,11271,Midday,1:00 PM,23,Big House,
09-07-2012,11270,Morning,10:30 AM,27,Little Snake,
09-07-2013,12196,Evening,7:00 PM,19,Horse,
09-07-2013,12195,Midday,1:00 PM,22,Rat,
09-07-2013,12194,Morning,10:30 AM,3,Carriage,
09-07-2014,13120,Evening,7:00 PM,6,Belly,
09-07-2014,13119,Midday,1:00 PM,35,Big Snake,
09-07-2014,13118,Morning,10:30 AM,2,Old Lady,
09-07-2015,14044,Afternoon,4:00 PM,19,Horse,
09-07-2015,14045,Evening,7:00 PM,6,Belly,
09-07-2015,14043,Midday,1:00 PM,10,Monkey,
09-07-2015,14042,Morning,10:30 AM,29,Opium Man,
09-07-2016,15272,Afternoon,4:00 PM,21,Mouth,
09-07-2016,15273,Evening,7:00 PM,14,Money,
09-07-2016,15271,Midday,1:00 PM,2,Old Lady,
09-07-2016,15270,Morning,10:30 AM,32,Shrimp,
09-07-2018,17728,Afternoon,4:00 PM,2,Old Lady,
09-07-2018,17729,Evening,7:00 PM,3,Carriage,Megaball
09-07-2018,17727,Midday,1:00 PM,1,Centipede,
09-07-2018,17726,Morning,10:30 AM,13,Crapaud,Mega Bonus Ball
09-07-2019,18956,Afternoon,4:00 PM,30,House Cat,Megaball
09-07-2019,18957,Evening,7:00 PM,20,Dog,
09-07-2019,18955,Midday,1:00 PM,34,Blind Man,
09-07-2019,18954,Morning,10:30 AM,27,Little Snake,Megaball
09-07-2020,19988,Afternoon,4:00 PM,4,Dead Man,
09-07-2020,19989,Evening,7:00 PM,19,Horse,
09-07-2020,19987,Midday,1:00 PM,12,King,
09-07-2020,19986,Morning,10:30 AM,9,Cattle,"Megaball, Mega Ultra Ball"
09-07-2022,22160,Afternoon,4:00 PM,3,Carriage,Megaball
09-07-2022,22161,Evening,7:00 PM,12,King,
09-07-2022,22159,Midday,1:00 PM,27,Little Snake,
09-07-2022,22158,Morning,10:30 AM,35,Big Snake,Mega Extreme Ball
09-07-2024,24624,Afternoon,4:00 PM,21,Mouth,Mega Bonus Ball
09-07-2024,24625,Evening,7:00 PM,34,Blind Man,Mega Bonus Ball
09-07-2024,24623,Midday,1:00 PM,9,Cattle,"Megaball, Mega Bonus Ball"
09-07-2024,24622,Morning,10:30 AM,9,Cattle,Mega Extreme Ball
09-08-1994,64,Evening,7:00 PM,31,Parson Wife,
09-08-1994,63,Midday,1:00 PM,22,Rat,
09-08-1995,682,Evening,7:00 PM,6,Belly,
09-08-1995,681,Midday,1:00 PM,10,Monkey,
09-08-1996,1298,Evening,7:00 PM,35,Big Snake,
09-08-1996,1297,Midday,1:00 PM,24,Queen,
09-08-1997,1914,Evening,7:00 PM,11,Corbeau,
09-08-1997,1913,Midday,1:00 PM,22,Rat,
09-08-1999,3142,Evening,7:00 PM,8,Tiger,
09-08-1999,3141,Midday,1:00 PM,8,Tiger,
09-08-2000,3760,Evening,7:00 PM,34,Blind Man,
09-08-2000,3759,Midday,1:00 PM,28,Red Fish,
09-08-2001,4374,Evening,7:00 PM,10,Monkey,
09-08-2001,4373,Midday,1:00 PM,16,Jammette,
09-08-2002,4988,Evening,7:00 PM,35,Big Snake,
09-08-2002,4987,Midday,1:00 PM,26,Fowl,
09-08-2003,5602,Evening,7:00 PM,6,Belly,
09-08-2003,5601,Midday,1:00 PM,28,Red Fish,
09-08-2004,6216,Evening,7:00 PM,6,Belly,
09-08-2004,6215,Midday,1:00 PM,12,King,
09-08-2005,6824,Evening,7:00 PM,22,Rat,
09-08-2005,6823,Midday,1:00 PM,36,Donkey,
09-08-2006,7440,Evening,7:00 PM,10,Monkey,
09-08-2006,7439,Midday,1:00 PM,9,Cattle,
09-08-2007,8054,Evening,7:00 PM,22,Rat,
09-08-2007,8053,Midday,1:00 PM,12,King,
09-08-2008,8672,Evening,7:00 PM,15,Sick Woman,
09-08-2008,8671,Midday,1:00 PM,23,Big House,
09-08-2010,9898,Evening,7:00 PM,11,Corbeau,
09-08-2010,9897,Midday,1:00 PM,11,Corbeau,
09-08-2011,10512,Evening,7:00 PM,26,Fowl,
09-08-2011,10511,Midday,1:00 PM,32,Shrimp,
09-08-2012,11353,Evening,7:00 PM,11,Corbeau,
09-08-2012,11352,Midday,1:00 PM,20,Dog,
09-08-2012,11351,Morning,10:30 AM,12,King,
09-08-2014,13198,Evening,7:00 PM,17,Pigeon,
09-08-2014,13197,Midday,1:00 PM,11,Corbeau,
09-08-2014,13196,Morning,10:30 AM,36,Donkey,
09-08-2016,15376,Afternoon,4:00 PM,36,Donkey,1:26
09-08-2016,15377,Evening,7:00 PM,12,King,1:26
09-08-2016,15375,Midday,1:00 PM,6,Belly,1:27
09-08-2016,15374,Morning,10:30 AM,4,Dead Man,1:27
09-08-2017,16608,Afternoon,4:00 PM,18,Water Boat,Megaball
09-08-2017,16609,Evening,7:00 PM,14,Money,
09-08-2017,16607,Midday,1:00 PM,15,Sick Woman,
09-08-2017,16606,Morning,10:30 AM,7,Hog,
09-08-2018,17836,Afternoon,4:00 PM,35,Big Snake,Megaball
09-08-2018,17837,Evening,7:00 PM,12,King,
09-08-2018,17835,Midday,1:00 PM,9,Cattle,
09-08-2018,17834,Morning,10:30 AM,19,Horse,
09-08-2019,19064,Afternoon,4:00 PM,19,Horse,
09-08-2019,19065,Evening,7:00 PM,24,Queen,
09-08-2019,19063,Midday,1:00 PM,26,Fowl,Mega Bonus Ball
09-08-2019,19062,Morning,10:30 AM,18,Water Boat,
09-08-2021,21036,Afternoon,4:00 PM,11,Corbeau,
09-08-2021,21037,Evening,7:00 PM,26,Fowl,Megaball
09-08-2021,21035,Midday,1:00 PM,20,Dog,
09-08-2021,21034,Morning,10:30 AM,23,Big House,Megaball
09-08-2022,22264,Afternoon,4:00 PM,7,Hog,"Mega Ultra Ball, Mega Extreme Ball"
09-08-2022,22265,Evening,7:00 PM,11,Corbeau,Mega Bonus Ball
09-08-2022,22263,Midday,1:00 PM,4,Dead Man,Mega Bonus Ball
09-08-2022,22262,Morning,10:30 AM,9,Cattle,
09-08-2023,23496,Afternoon,4:00 PM,2,Old Lady,
09-08-2023,23497,Evening,7:00 PM,5,Parson Man,
09-08-2023,23495,Midday,1:00 PM,26,Fowl,Mega Bonus Ball
09-08-2023,23494,Morning,10:30 AM,12,King,"Megaball, Mega Extreme Ball"
09-08-2024,24732,Afternoon,4:00 PM,19,Horse,
09-08-2024,24733,Evening,7:00 PM,16,Jammette,Mega Extreme Ball
09-08-2024,24731,Midday,1:00 PM,25,Morocoy,
09-08-2024,24730,Morning,10:30 AM,7,Hog,Megaball
09-09-1994,118,Evening,7:00 PM,33,Spider,
09-09-1994,117,Midday,1:00 PM,30,House Cat,
09-09-1995,736,Evening,7:00 PM,9,Cattle,
09-09-1995,735,Midday,1:00 PM,14,Money,
09-09-1996,1350,Evening,7:00 PM,19,Horse,
09-09-1996,1349,Midday,1:00 PM,18,Water Boat,
09-09-1997,1966,Evening,7:00 PM,22,Rat,
09-09-1997,1965,Midday,1:00 PM,6,Belly,
09-09-1998,2582,Evening,7:00 PM,5,Parson Man,
09-09-1998,2581,Midday,1:00 PM,21,Mouth,
09-09-1999,3196,Evening,7:00 PM,24,Queen,
09-09-1999,3195,Midday,1:00 PM,35,Big Snake,
09-09-2000,3814,Evening,7:00 PM,5,Parson Man,
09-09-2000,3813,Midday,1:00 PM,10,Monkey,
09-09-2002,5040,Evening,7:00 PM,16,Jammette,
09-09-2002,5039,Midday,1:00 PM,16,Jammette,
09-09-2003,5654,Evening,7:00 PM,23,Big House,
09-09-2003,5653,Midday,1:00 PM,36,Donkey,
09-09-2004,6268,Evening,7:00 PM,12,King,
09-09-2004,6267,Midday,1:00 PM,23,Big House,
09-09-2005,6878,Evening,7:00 PM,17,Pigeon,
09-09-2005,6877,Midday,1:00 PM,5,Parson Man,
09-09-2006,7494,Evening,7:00 PM,33,Spider,
09-09-2006,7493,Midday,1:00 PM,24,Queen,
09-09-2008,8724,Evening,7:00 PM,22,Rat,
09-09-2008,8723,Midday,1:00 PM,12,King,
09-09-2009,9338,Evening,7:00 PM,30,House Cat,
09-09-2009,9337,Midday,1:00 PM,34,Blind Man,
09-09-2010,9952,Evening,7:00 PM,23,Big House,
09-09-2010,9951,Midday,1:00 PM,31,Parson Wife,
09-09-2011,10564,Evening,7:00 PM,8,Tiger,
09-09-2011,10563,Midday,1:00 PM,31,Parson Wife,
09-09-2013,12352,Evening,7:00 PM,2,Old Lady,
09-09-2013,12351,Midday,1:00 PM,24,Queen,
09-09-2013,12350,Morning,10:30 AM,9,Cattle,
09-09-2014,13276,Evening,7:00 PM,29,Opium Man,
09-09-2014,13275,Midday,1:00 PM,8,Tiger,
09-09-2014,13274,Morning,10:30 AM,2,Old Lady,
09-09-2015,14252,Afternoon,4:00 PM,34,Blind Man,
09-09-2015,14253,Evening,7:00 PM,30,House Cat,
09-09-2015,14251,Midday,1:00 PM,18,Water Boat,
09-09-2015,14250,Morning,10:30 AM,22,Rat,
09-09-2016,15484,Afternoon,4:00 PM,36,Donkey,
09-09-2016,15485,Evening,7:00 PM,24,Queen,
09-09-2016,15483,Midday,1:00 PM,15,Sick Woman,
09-09-2016,15482,Morning,10:30 AM,23,Big House,
09-09-2017,16716,Afternoon,4:00 PM,16,Jammette,
09-09-2017,16717,Evening,7:00 PM,4,Dead Man,Megaball
09-09-2017,16715,Midday,1:00 PM,12,King,Megaball
09-09-2017,16714,Morning,10:30 AM,14,Money,
09-09-2019,19168,Afternoon,4:00 PM,1,Centipede,Megaball
09-09-2019,19169,Evening,7:00 PM,27,Little Snake,Megaball
09-09-2019,19167,Midday,1:00 PM,25,Morocoy,
09-09-2019,19166,Morning,10:30 AM,7,Hog,Megaball
09-09-2020,20200,Afternoon,4:00 PM,21,Mouth,
09-09-2020,20201,Evening,7:00 PM,23,Big House,Mega Ultra Ball
09-09-2020,20199,Midday,1:00 PM,2,Old Lady,
09-09-2020,20198,Morning,10:30 AM,14,Money,
09-09-2021,21144,Afternoon,4:00 PM,7,Hog,Megaball
09-09-2021,21145,Evening,7:00 PM,22,Rat,"Mega Ultra Ball, Mega Bonus Ball"
09-09-2021,21143,Midday,1:00 PM,16,Jammette,"Mega Bonus Ball, Mega Extreme Ball"
09-09-2021,21142,Morning,10:30 AM,35,Big Snake,"Mega Bonus Ball, Mega Bonus Ball"
09-09-2022,22372,Afternoon,4:00 PM,34,Blind Man,
09-09-2022,22373,Evening,7:00 PM,25,Morocoy,"Mega Ultra Ball, Mega Extreme Ball"
09-09-2022,22371,Midday,1:00 PM,34,Blind Man,Mega Bonus Ball
09-09-2022,22370,Morning,10:30 AM,26,Fowl,
09-09-2023,23604,Afternoon,4:00 PM,18,Water Boat,"Megaball, Mega Bonus Ball, Mega Bonus Ball"
09-09-2023,23605,Evening,7:00 PM,9,Cattle,Mega Extreme Ball
09-09-2023,23603,Midday,1:00 PM,17,Pigeon,Mega Bonus Ball
09-09-2023,23602,Morning,10:30 AM,31,Parson Wife,"Mega Ultra Ball, Mega Extreme Ball"
09-09-2024,24836,Afternoon,4:00 PM,19,Horse,Mega Extreme Ball
09-09-2024,24837,Evening,7:00 PM,3,Carriage,Mega Ultra Ball
09-09-2024,24835,Midday,1:00 PM,3,Carriage,Mega Extreme Ball
09-09-2024,24834,Morning,10:30 AM,33,Spider,Mega Extreme Ball
09-10-1995,786,Evening,7:00 PM,13,Crapaud,
09-10-1995,785,Midday,1:00 PM,18,Water Boat,
09-10-1996,1402,Evening,7:00 PM,36,Donkey,
09-10-1996,1401,Midday,1:00 PM,21,Mouth,
09-10-1997,2018,Evening,7:00 PM,26,Fowl,
09-10-1997,2017,Midday,1:00 PM,23,Big House,
09-10-1998,2634,Evening,7:00 PM,11,Corbeau,
09-10-1998,2633,Midday,1:00 PM,24,Queen,
09-10-1999,3248,Evening,7:00 PM,33,Spider,
09-10-1999,3247,Midday,1:00 PM,3,Carriage,
09-10-2000,3864,Evening,7:00 PM,34,Blind Man,
09-10-2000,3863,Midday,1:00 PM,7,Hog,
09-10-2001,4478,Evening,7:00 PM,7,Hog,
09-10-2001,4477,Midday,1:00 PM,3,Carriage,
09-10-2002,5092,Evening,7:00 PM,22,Rat,
09-10-2002,5091,Midday,1:00 PM,24,Queen,
09-10-2003,5706,Evening,7:00 PM,35,Big Snake,
09-10-2003,5705,Midday,1:00 PM,34,Blind Man,
09-10-2004,6320,Evening,7:00 PM,21,Mouth,
09-10-2004,6319,Midday,1:00 PM,27,Little Snake,
09-10-2006,7544,Evening,7:00 PM,26,Fowl,
09-10-2006,7543,Midday,1:00 PM,34,Blind Man,
09-10-2007,8158,Evening,7:00 PM,23,Big House,
09-10-2007,8157,Midday,1:00 PM,11,Corbeau,
09-10-2008,8774,Evening,7:00 PM,23,Big House,
09-10-2008,8773,Midday,1:00 PM,4,Dead Man,
09-10-2009,9388,Evening,7:00 PM,31,Parson Wife,
09-10-2009,9387,Midday,1:00 PM,29,Opium Man,
09-10-2010,10002,Evening,7:00 PM,6,Belly,
09-10-2010,10001,Midday,1:00 PM,27,Little Snake,
09-10-2012,11509,Evening,7:00 PM,16,Jammette,
09-10-2012,11508,Midday,1:00 PM,36,Donkey,
09-10-2012,11507,Morning,10:30 AM,6,Belly,
09-10-2013,12430,Evening,7:00 PM,28,Red Fish,
09-10-2013,12429,Midday,1:00 PM,33,Spider,
09-10-2013,12428,Morning,10:30 AM,25,Morocoy,
09-10-2014,13354,Evening,7:00 PM,3,Carriage,
09-10-2014,13353,Midday,1:00 PM,28,Red Fish,
09-10-2014,13352,Morning,10:30 AM,16,Jammette,
09-10-2015,14356,Afternoon,4:00 PM,30,House Cat,
09-10-2015,14357,Evening,7:00 PM,4,Dead Man,
09-10-2015,14355,Midday,1:00 PM,26,Fowl,
09-10-2015,14354,Morning,10:30 AM,9,Cattle,
09-10-2017,16816,Afternoon,4:00 PM,14,Money,Megaball
09-10-2017,16817,Evening,7:00 PM,34,Blind Man,
09-10-2017,16815,Midday,1:00 PM,31,Parson Wife,Megaball
09-10-2017,16814,Morning,10:30 AM,33,Spider,
09-10-2018,18044,Afternoon,4:00 PM,27,Little Snake,Mega Bonus Ball
09-10-2018,18045,Evening,7:00 PM,29,Opium Man,
09-10-2018,18043,Midday,1:00 PM,34,Blind Man,Mega Bonus Ball
09-10-2018,18042,Morning,10:30 AM,13,Crapaud,Megaball
09-10-2019,19272,Afternoon,4:00 PM,28,Red Fish,Mega Extreme Ball
09-10-2019,19273,Evening,7:00 PM,10,Monkey,Mega Ultra Ball
09-10-2019,19271,Midday,1:00 PM,5,Parson Man,Megaball
09-10-2019,19270,Morning,10:30 AM,7,Hog,
09-10-2020,20304,Afternoon,4:00 PM,14,Money,
09-10-2020,20305,Evening,7:00 PM,10,Monkey,"Megaball, Mega Ultra Ball"
09-10-2020,20303,Midday,1:00 PM,28,Red Fish,"Megaball, Mega Ultra Ball"
09-10-2020,20302,Morning,10:30 AM,4,Dead Man,Megaball
09-10-2021,21248,Afternoon,4:00 PM,20,Dog,Mega Bonus Ball
09-10-2021,21249,Evening,7:00 PM,12,King,Mega Extreme Ball
09-10-2021,21247,Midday,1:00 PM,11,Corbeau,Mega Extreme Ball
09-10-2021,21246,Morning,10:30 AM,10,Monkey,Mega Ultra Ball
09-10-2023,23704,Afternoon,4:00 PM,22,Rat,Mega Bonus Ball
09-10-2023,23705,Evening,7:00 PM,18,Water Boat,"Mega Bonus Ball, Mega Bonus Ball, Mega Bonus Ball"
09-10-2023,23703,Midday,1:00 PM,30,House Cat,"Mega Bonus Ball, Mega Bonus Ball"
09-10-2023,23702,Morning,10:30 AM,2,Old Lady,"Megaball, Mega Bonus Ball"
09-10-2024,24940,Afternoon,4:00 PM,28,Red Fish,"Megaball, Mega Bonus Ball"
09-10-2024,24941,Evening,7:00 PM,24,Queen,"Mega Bonus Ball, Mega Ultra Ball"
09-10-2024,24939,Midday,1:00 PM,11,Corbeau,"Mega Bonus Ball, Mega Bonus Ball"
09-10-2024,24938,Morning,10:30 AM,15,Sick Woman,Mega Bonus Ball
09-11-1994,220,Evening,7:00 PM,22,Rat,
09-11-1994,219,Midday,1:00 PM,32,Shrimp,
09-11-1995,838,Evening,7:00 PM,14,Money,
09-11-1995,837,Midday,1:00 PM,15,Sick Woman,
09-11-1996,1456,Evening,7:00 PM,16,Jammette,
09-11-1996,1455,Midday,1:00 PM,8,Tiger,
09-11-1998,2684,Evening,7:00 PM,2,Old Lady,
09-11-1998,2683,Midday,1:00 PM,11,Corbeau,
09-11-1999,3300,Evening,7:00 PM,6,Belly,
09-11-1999,3299,Midday,1:00 PM,16,Jammette,
09-11-2000,3916,Evening,7:00 PM,24,Queen,
09-11-2000,3915,Midday,1:00 PM,19,Horse,
09-11-2001,4532,Evening,7:00 PM,13,Crapaud,
09-11-2001,4531,Midday,1:00 PM,33,Spider,
09-11-2002,5144,Evening,7:00 PM,20,Dog,
09-11-2002,5143,Midday,1:00 PM,6,Belly,
